timestamp,hand,pinchStrength,finger
8,Left,0,index
25,Left,0,index
43,Left,0,index
62,Left,0,index
79,Left,0,index
97,Left,0,index
116,Left,0,index
133,Left,0,index
152,Left,0,index
170,Left,0,index
189,Left,0,index
206,Left,0,index
224,Left,0,index
242,Left,0,index
260,Left,0,index
278,Left,0,index
296,Left,0,index
314,Left,0,index
332,Left,0,index
351,Left,0,index
368,Left,0,index
387,Left,0,index
405,Left,0,index
423,Left,0,index
444,Left,0,index
462,Left,0,index
480,Left,0,index
497,Left,0,index
515,Left,0,index
533,Left,0,index
552,Left,0,index
570,Left,0,index
589,Left,0,index
606,Left,0,index
622,Left,0,index
640,Left,0,index
658,Left,0,index
677,Left,0,index
695,Left,0,index
713,Left,0,index
731,Left,0,index
749,Left,0,index
767,Left,0,index
785,Left,0,index
804,Left,0,index
825,Left,0,index
842,Left,0,index
860,Left,0,index
877,Left,0,index
896,Left,0,index
912,Left,0,index
930,Left,0,index
950,Left,0,index
968,Left,0,index
986,Left,0,index
1005,Left,0,index
1023,Left,0,index
1038,Left,0,index
1057,Left,0,index
1074,Left,0,index
1092,Left,0,index
1110,Left,0,index
1129,Left,0,index
1146,Left,0,index
1165,Left,0,index
1186,Left,0,index
1204,Left,0,index
1220,Left,0,index
1238,Left,0,index
1255,Left,0,index
1272,Left,0,index
1290,Left,0,index
1308,Left,0,index
1326,Left,0,index
1345,Left,0,index
1366,Left,0,index
1384,Left,0,index
1402,Left,0,01312145,index
1420,Left,0,07406553,index
1438,Left,0,1462377,index
1455,Left,0,2136945,index
1473,Left,0,2780487,index
1490,Left,0,3239954,index
1508,Left,0,3510551,index
1526,Left,0,3626673,index
1546,Left,0,3602731,index
1564,Left,0,3414963,index
1583,Left,0,3083942,index
1601,Left,0,2703819,index
1618,Left,0,2425645,index
1637,Left,0,2158471,index
1656,Left,0,2087243,index
1673,Left,0,2212794,index
1692,Left,0,2465365,index
1710,Left,0,2830117,index
1726,Left,0,3299701,index
1745,Left,0,3869872,index
1763,Left,0,4592989,index
1780,Left,0,5549565,index
1798,Left,0,6510019,index
1818,Left,0,7407788,index
1836,Left,0,8175011,index
1854,Left,0,8724586,index
1871,Left,0,9017841,index
1888,Left,0,9206626,index
1912,Left,0,9243618,index
1924,Left,0,9185291,index
1941,Left,0,9172089,index
1959,Left,0,9179161,index
1977,Left,0,9177574,index
1998,Left,0,9146926,index
2016,Left,0,910857,index
2034,Left,0,9072499,index
2052,Left,0,904055,index
2072,Left,0,8996333,index
2089,Left,0,8944096,index
2107,Left,0,8892996,index
2126,Left,0,8844208,index
2141,Left,0,8805019,index
2158,Left,0,8782154,index
2176,Left,0,8775614,index
2195,Left,0,8770359,index
2212,Left,0,8775166,index
2231,Left,0,8782673,index
2249,Left,0,8807946,index
2267,Left,0,8848005,index
2285,Left,0,8892513,index
2304,Left,0,8966178,index
2321,Left,0,904364,index
2340,Left,0,9120396,index
2360,Left,0,9182928,index
2377,Left,0,9256834,index
2394,Left,0,9335518,index
2414,Left,0,9385151,index
2432,Left,0,9430226,index
2450,Left,0,9484528,index
2468,Left,0,9526798,index
2487,Left,0,9571893,index
2502,Left,0,9636786,index
2521,Left,0,9685335,index
