timestamp,hand,pinch strength,finger,distance
7934,left,0.662122,pinky,26.182346221288114
7955,left,0.437473,pinky,30.27838473986015
7970,left,0.154997,pinky,36.62088808005208
8802,left,0.0237764,index,72.0728890097379
8822,left,0.183387,index,67.14586260433325
8836,left,0.323169,index,62.53659486828492
8853,left,0.445957,index,58.206692268844826
8874,left,0.559033,index,54.04179441598882
8892,left,0.661873,index,50.15634915182723
8910,left,0.441208,index,46.79658800724686
8929,left,0.497509,index,44.57043987083816
8947,left,0.544314,index,42.550911369558236
8964,left,0.580905,index,40.88603460156047
8984,left,0.608742,index,39.611246343431304
9000,left,0.635178,index,38.52623172034867
9019,left,1,index,28.600036675642567
9036,left,1,index,27.6239293626468
9055,left,1,index,26.90980035214866
9073,left,0.994336,index,26.21841687429659
9091,left,0.990138,index,25.510480344871993
9109,left,0.987466,index,24.909336564910756
9129,left,0.985646,index,24.462898420965985
9143,left,0.979814,index,24.232708656947537
9160,left,0.976795,index,24.03824269858419
9178,left,0.973178,index,23.894105428393924
9196,left,0.967661,index,23.733197400840222
9214,left,0.964467,index,23.587053641470888
9233,left,0.960444,index,23.419236409282778
9250,left,0.956569,index,23.274291311946513
9272,left,0.950954,index,23.122740484804215
9290,left,0.946171,index,22.99884441510121
9308,left,0.941883,index,22.895954441651128
9326,left,0.938971,index,22.817827840606036
9344,left,0.935737,index,22.746144332273655
9362,left,1,index,21.983323712125515
9380,left,1,index,21.58588437032405
9398,left,1,index,21.30776958160098
9416,left,1,index,21.088488993543375
9434,left,1,index,20.893237490587715
9454,left,1,index,20.729442652420737
9524,left,0.98999,index,25.413106747542482
9541,left,0.934781,index,25.11650001340553
9559,left,0.913565,index,25.196954992081878
9577,left,0.924197,index,25.190255612210446
9595,left,1,index,23.929360279900923
9613,left,1,index,23.060329359356512
9630,left,1,index,20.991168339863794
9649,left,1,index,18.902960630866794
9703,left,0.488088,index,32.44886469647282
9726,left,0.263565,index,38.4781152498404
9752,left,0.0590219,index,44.12068912018488
10734,left,0.00546727,middle,74.10268558992988
10752,left,0.160587,middle,67.86066487091325
10771,left,0.310559,middle,61.95491007166099
10789,left,0.493382,middle,55.056692182121694
10806,left,0.65847,middle,48.98730468277367
10825,left,0.821507,middle,43.150052896455406
10843,left,0.961639,middle,38.19947628814301
10861,left,1,middle,34.26468971907377
10879,left,1,middle,31.059449493614657
10897,left,1,middle,28.626330492965742
10915,left,1,middle,26.505399259050975
10934,left,1,middle,24.73710262761183
10951,left,1,middle,23.34049121351348
10974,left,1,middle,22.36294593670521
10991,left,1,middle,21.59904237029966
11010,left,1,middle,21.07620512973102
11027,left,1,middle,20.88654624417354
11047,left,1,middle,20.64393076108569
11063,left,1,middle,20.451842127312148
11083,left,1,middle,20.274937477647125
11100,left,1,middle,20.09775318891393
11123,left,1,middle,19.95913659083729
11136,left,1,middle,19.83925873863739
11150,left,1,middle,19.742866969764044
11169,left,1,middle,19.682020620162454
11186,left,1,middle,19.603102316812
11205,left,1,middle,19.55096824981566
11223,left,1,middle,19.49389993626211
11239,left,1,middle,19.42830566515001
11257,left,1,middle,19.350268721092736
11276,left,1,middle,19.312897334605182
11294,left,1,middle,19.29987108571713
11313,left,1,middle,19.257638520797403
11331,left,1,middle,19.220340873587542
11349,left,1,middle,19.197804061561314
11367,left,1,middle,19.176764724353273
11386,left,1,middle,19.11394580841172
11404,left,1,middle,18.931871880931375
11422,left,1,middle,18.56251047196472
11440,left,1,middle,18.288116230147924
11458,left,1,middle,18.870384501631122
11476,left,0.913106,middle,21.68615164661771
11495,left,0.659221,middle,26.617501594193623
11512,left,0.400354,middle,34.009482550443195
11533,left,0.353433,index,42.622328989773656
11548,left,0.295437,index,43.20364194292075
11566,left,0.224486,index,44.18698995442436
11584,left,0.149487,index,45.47379369707458
11602,left,0.0671992,index,47.16086778806769
12495,left,0.293185,ring,63.072013955405765
12511,left,0.531695,ring,54.61146454399846
12530,left,0.691191,ring,48.032658413738666
12554,left,0.767047,ring,43.0725040351193
12561,left,0.760943,ring,40.01279188887599
12580,left,0.713983,ring,38.516585898804685
12598,left,0.671288,ring,37.63273758775596
12615,left,0.655394,ring,36.75827892540568
12633,left,0.659244,ring,35.91390453099746
12651,left,0.683033,ring,34.77761488582798
12670,left,0.716354,ring,33.946493979674834
12688,left,0.753444,ring,33.14280600447163
12708,left,0.789066,ring,32.6228825070701
12729,left,0.822702,ring,32.299398013630224
12748,left,0.848967,ring,32.08724816500941
12764,left,0.874047,ring,31.961464244955994
12783,left,0.893111,ring,31.902027317437057
12798,left,0.905591,ring,31.8716590528027
12815,left,0.913408,ring,31.867218179972973
12833,left,0.917901,ring,31.852970609230464
12852,left,0.919962,ring,31.793170045122892
12869,left,0.918397,ring,31.674075784780207
12887,left,0.916587,ring,31.595594160200566
12907,left,0.912932,ring,31.542112404829517
12922,left,0.90871,ring,31.523773569801254
12939,left,0.905542,ring,31.51146903621125
12957,left,0.901207,ring,31.495718175144056
12975,left,0.898631,ring,31.48394700173567
12993,left,0.897087,ring,31.46070664432698
13014,left,0.895531,ring,31.422919258757613
13031,left,0.894906,ring,31.391182492540793
13051,left,0.894452,ring,31.35369960132297
13068,left,0.894097,ring,31.309330004235157
13086,left,0.893631,ring,31.28763938931954
13104,left,0.89427,ring,31.27547595195955
13122,left,0.897313,ring,31.237692457311898
13140,left,0.901053,ring,31.18151338426183
13158,left,0.904857,ring,31.13288514348775
13177,left,0.907929,ring,31.107768762656388
13195,left,0.913167,ring,31.070800376921408
13213,left,0.917755,ring,31.03121760638632
13230,left,0.920935,ring,30.949576880644102
13250,left,0.926183,ring,30.887716130306558
13343,left,1,ring,10.48892038711802
13361,left,1,ring,11.854313751567236
13372,left,1,ring,13.172104338451064
13390,left,0.948372,ring,14.604053633847895
13409,left,0.824118,ring,16.897959857815646
13427,left,0.816632,ring,17.951006394688534
13446,left,0.81881,ring,18.6202349225709
13463,left,0.67975,ring,20.38912783670748
13481,left,0.170009,ring,35.02812278071008
14242,left,0.113069,pinky,74.05949271092801
14261,left,0.266139,pinky,68.51584049480894
14278,left,0.451125,pinky,61.925430218068726
14298,left,0.596361,pinky,56.22944694342458
14317,left,0.731873,pinky,51.15127093901089
14332,left,0.853872,pinky,46.80054475112549
14350,left,1,pinky,40.79737432367431
14368,left,1,pinky,33.77338105923806
14389,left,1,pinky,28.945317096224738
14404,left,1,pinky,25.838570155387856
14421,left,1,pinky,23.624021182908297
14439,left,1,pinky,22.159527257640217
14457,left,1,pinky,21.316433867241955
14477,left,1,pinky,20.815782189062695
14497,left,1,pinky,20.49258986470232
14514,left,1,pinky,20.206825502648854
14532,left,1,pinky,19.870864721236966
14552,left,1,pinky,19.553030709765274
14568,left,1,pinky,19.2449558898767
14586,left,1,pinky,19.01352216682117
14603,left,1,pinky,18.797477730445642
14621,left,1,pinky,18.629747575093443
14639,left,1,pinky,18.484917867375014
14657,left,1,pinky,18.324623293535943
14675,left,1,pinky,18.21035213955513
14693,left,1,pinky,18.110070870904952
14712,left,1,pinky,18.037228335076872
14730,left,1,pinky,17.94449945882024
14747,left,1,pinky,17.88383157693004
14766,left,1,pinky,17.816976229635603
14783,left,1,pinky,17.769662886391515
14802,left,1,pinky,17.715440147013002
14820,left,1,pinky,17.68086847973821
14838,left,1,pinky,17.638068063742125
14856,left,1,pinky,17.611907219563133
14874,left,1,pinky,17.5620799210401
14893,left,1,pinky,17.548384381731555
14910,left,1,pinky,17.5318097122345
14932,left,1,pinky,17.433772949333147
14954,left,1,pinky,17.23862607222513
14965,left,1,pinky,16.69712020694886
14983,left,1,pinky,16.03020986834545
14999,left,1,pinky,15.311795104692985
15021,left,1,pinky,14.834745099400932
15040,left,1,pinky,14.960266445839123
